Dimension 1,Dimension 2,Dimension 3,Dimension 4,Dimension 5,Dimension 6,Dimension 7,Dimension 8,Dimension 9,Dimension 10,Dimension 11,Dimension 12
0.354602777,0.826324867,0.580288167,0.854922891,0.101079653,0.353817827,0.123312506,0.410976572,0.416028515,0.204224712,0.901303428,?
0.915494925,0.292423232,0.268493862,0.804222475,0.042048023,0.259520584,0.090104076,0.270274931,0.11325048,0.937547829,0.271717483,?
0.523938471,0.031199093,0.8502898,0.733395861,0.28272386,0.809043242,?,0.379822056,0.547718009,?,?,?
0.069322824,0.597919926,0.040452821,0.59090498,0.586774881,0.29640031,0.389007271,0.327390465,0.468202255,?,0.412238978,?
0.459948176,0.170073827,0.967454354,0.42124725,0.167749768,?,?,0.520114168,0.00679634,0.900967803,0.312566485,?
?,0.547569447,?,0.598187956,0.911849366,0.734188755,0.87661464,0.358062794,?,0.487688258,0.816294212,?
0.845044145,0.62043683,0.807460433,0.916307401,0.142195134,0.209752304,0.840509966,0.729466281,0.173048324,0.954038053,?,?
0.085370552,0.228233,0.569815003,0.042013686,?,0.433109544,0.884226741,0.191911022,0.01259037,0.228615536,0.005832283,?
0.637393898,?,0.394276403,0.678126435,0.525381136,0.746300886,0.913651621,?,0.391485454,0.125197408,0.590073722,?
0.889140798,0.217416927,0.671252485,0.803735458,0.952093033,?,0.915855379,?,?,0.888600113,0.206822909,?
0.612086172,0.874373034,0.202628243,?,?,0.228785843,0.028993896,0.522504916,0.533087915,?,0.858689676,?
?,0.012143118,0.097392634,0.294237616,0.140797825,?,0.583454468,?,?,0.396271251,0.477973772,?
0.323551137,0.577211446,0.143112907,0.53625094,0.759404551,0.805337841,0.284817912,0.322129871,?,?,0.794597843,?
0.706360573,0.217680091,?,0.625121888,0.419569585,0.785093771,0.198944936,?,0.589264731,0.298501923,0.011375509,?
0.042340084,0.994166662,?,0.722461313,0.494818341,0.282926578,0.615020371,0.57351786,0.820957962,0.838702203,0.515065336,?
0.676890757,0.980959666,0.85350029,0.80067994,0.763828899,0.461610154,0.414102867,0.556639015,0.914772758,0.722053268,0.122952438,?
?,0.526207582,0.411793176,0.856908105,0.449119465,0.049486616,0.427051597,?,0.915348015,0.861907622,?,?
0.052713323,0.676967256,0.421185084,0.50926009,?,?,0.090076539,0.041022015,?,0.186424818,?,?
0.710979731,0.446319274,0.891075485,0.652592384,0.166653708,0.961084153,0.204999146,0.649060934,?,0.339615843,0.387469634,?
0.650640498,?,0.807920084,?,0.821886011,0.740034062,0.464728421,0.832507496,0.018257178,0.093169046,0.28071734,?
0.650756999,?,0.247334158,0.211939101,0.872313551,0.752956889,0.937911789,0.931501307,?,0.935319736,0.956271285,?
0.667574717,?,?,0.88104547,0.673987058,0.289107705,?,?,0.785009035,?,0.958046451,?
0.286154021,0.803669736,0.590077056,?,0.238232567,?,0.775927519,0.334641319,0.478198907,?,0.042350184,?
0.170402973,?,?,0.702165884,0.758402568,0.078561128,0.175923232,0.607767392,0.140791422,0.392319263,0.539073213,?
0.068991076,?,?,0.13969483,0.929702059,0.403215053,0.166405427,0.775970073,?,0.697837382,0.312087244,?
0.569889371,?,0.520215849,0.304497726,0.805612233,0.687018838,0.965026112,0.67878194,?,0.208715878,0.319198136,?
?,0.79346962,0.105469155,0.514022068,0.169097018,0.540495881,0.239278234,0.230076928,?,0.853395655,?,?
0.776391046,0.727305203,0.682732872,0.274725633,0.705979906,0.927869115,0.000593757,?,0.452610706,0.299401282,0.886486997,?
?,0.649307167,0.447490021,0.903008731,?,0.895519724,0.226763914,0.51639753,?,?,?,?
0.17369076,0.954891508,0.574602614,0.627505869,?,0.622842321,0.243582275,0.689499455,?,0.382504662,?,?
0.23212553,0.704198286,0.615838959,0.620073731,0.413282508,?,0.178420236,0.23368218,0.535190454,0.828307804,0.249216962,?
0.332088735,0.190819732,0.037563484,0.730810944,0.471216596,0.557395245,?,0.079117538,0.727458959,0.223280817,0.614432089,?
0.193254382,0.082562556,0.009950141,?,0.737709499,0.141480569,0.434470408,0.664661845,0.568117562,0.571342524,?,?
0.454753548,0.155585871,?,0.839222231,0.940886186,?,?,?,0.575931221,0.682349202,0.560377243,?
0.006373909,0.866043063,?,0.933055772,0.308169006,?,0.671523271,?,0.69964592,0.819796426,0.657224467,?
0.782068853,0.378327581,0.17938068,0.157470347,0.747689973,0.378637978,0.125014868,0.42777623,?,?,?,?
0.428013703,?,?,0.505888057,0.385709104,0.702120686,0.223642662,0.933332902,0.25385407,?,0.835569268,?
0.599047263,0.53794529,0.752431449,0.750994921,0.271215489,0.363516726,0.9689779,?,0.220705179,0.80431861,0.388126835,?
0.635326035,0.475576061,0.643903939,0.468087956,0.369243856,0.020502969,0.003362226,0.430184832,0.028545589,0.188897235,0.244706604,?
?,0.120880108,0.038186134,0.932626589,0.438986015,?,0.821689125,0.269774006,0.340029644,0.240714417,0.579847424,?
0.851027615,0.386756615,0.587481601,0.874455046,0.476427969,0.30192025,0.933016358,0.073687462,?,0.046315223,?,?
0.240333205,?,0.628243626,0.667369608,0.063933104,0.202979527,0.956130184,0.54978049,0.763891146,0.915500871,0.904634424,?
0.508015327,0.203331106,0.231946354,0.855995713,0.94577442,?,?,0.483706717,0.333653947,0.982437538,0.884742388,?
0.611207949,0.55401629,?,0.898230586,?,?,?,0.06769309,0.267593687,0.705600041,0.177468879,?
0.821653431,0.907352583,?,0.891040175,0.528557321,?,0.141345441,?,0.852052485,0.765586939,0.589323733,?
0.377461247,?,0.005869605,0.289741754,0.055664079,0.500717359,?,0.231105301,?,0.467159006,0.573956542,?
0.605096637,?,?,0.03376106,0.231691881,?,0.357846107,0.534424516,0.743878893,?,0.837203379,?
?,?,0.065454852,0.392650281,0.539632711,0.104132561,0.555653602,0.190419426,0.710300261,0.385757304,?,?
0.194405637,0.760248955,0.329380496,0.749719105,?,0.655768421,0.27194983,0.62995942,?,0.829504983,0.430712753,?
?,0.527105445,0.007034193,0.64585631,0.862704308,0.120829254,0.102064574,?,0.715005,0.577009296,0.948227537,?
0.597797747,?,0.435341993,0.944849076,0.480568211,0.899574943,0.893403283,0.883531089,0.645366642,0.335640495,0.883338537,?
0.179539826,0.80834992,0.368774444,0.825676128,0.63381577,0.454084927,?,0.583150441,0.897600441,0.651406493,0.251667923,?
0.765317428,?,?,0.043959495,0.844875156,0.142921207,?,0.008431341,0.460504502,0.22486027,0.479924709,?
0.543571815,0.177781599,0.258839213,0.41985437,?,0.310809948,0.998390917,0.009679055,0.859020706,0.164989243,0.507738217,?
0.766603029,0.17042246,0.48251948,0.824253478,?,0.613133498,0.827900276,0.952632764,0.303568381,0.556926483,0.23610766,?
0.631334626,0.128403427,0.49731013,0.198557018,0.661345794,0.892218503,?,0.632069334,0.260907496,0.871864504,0.853151688,?
0.791699387,0.51140148,0.465304906,0.639508189,?,?,0.20405586,0.825377957,0.172823005,0.649225003,?,?
?,0.525386821,0.453921856,0.309496279,?,0.070780371,0.311189891,0.899793703,0.82263959,0.342850871,0.371781408,?
0.436034524,0.392173577,0.873509677,?,0.854537398,0.007065241,0.843101114,?,0.31795862,0.155810004,0.553917635,?
0.139086231,?,0.027604748,?,?,0.167001537,?,?,0.028926749,0.47515034,0.415393388,?
0.561801385,0.290765471,0.963822378,0.776255953,?,0.963865129,0.5643253,0.343478029,0.156279036,0.594887126,?,?
?,0.157655988,0.662031771,0.449593724,0.857244508,0.363682277,0.620863262,0.236816784,0.452917405,0.574636291,0.634820213,?
0.624792556,0.514264017,?,0.957898972,0.331445288,?,0.129481885,0.264064605,0.824733548,?,0.943972042,?
0.900859904,0.609318138,0.526826716,0.911291324,0.005661205,?,?,0.262144459,0.598826005,0.702481015,0.174723724,?
?,0.244491124,0.806558505,?,0.819716113,0.989719246,0.096736853,0.124224307,0.911387215,0.649211146,0.913777004,?
?,0.334996483,?,0.31578526,0.376090858,0.692372942,0.324364033,0.530847584,0.46619748,?,0.591966757,?
0.26487072,0.941855615,0.24132376,0.594831041,0.399064117,0.375351184,0.301548685,0.600775039,0.076507722,0.62608329,0.85867466,?
0.044737438,?,0.608813506,0.981941792,0.695036123,0.354948387,0.669694903,0.339757818,0.921830964,0.795682607,0.207006668,?
?,0.455976838,0.951936172,?,0.417930973,0.396978877,0.076865222,0.583060739,0.881202369,0.129829309,0.0143835,?
0.861793456,0.751721397,0.407661618,0.290567867,0.788404118,?,0.115376304,0.679878163,0.39895422,0.722206549,0.896724007,?
0.488344725,?,0.439884241,0.75325466,0.121865876,0.939127716,?,0.378276493,0.44090587,0.087131319,0.235740426,?
?,?,0.166583848,0.426806215,0.124590835,?,?,0.52481631,0.114689774,0.193628333,0.645421288,?
0.571411711,0.171693868,0.456249768,0.939949011,?,0.505586502,0.819043593,0.752702133,?,0.244472459,0.668359745,?
0.97302911,0.874968182,?,0.31053259,0.586446477,0.63613623,0.698098328,0.150514281,0.109433238,0.268233779,0.538060667,?
0.483472751,0.973992063,0.384314856,0.397373925,0.253018948,0.882887277,0.235308035,?,0.513676146,0.827622159,0.814758777,?
0.424002884,0.155960966,0.776713049,0.981995157,0.132708045,0.723483623,0.652085242,?,0.968238855,0.067317481,0.201044761,?
0.042371335,0.180468009,0.924464429,0.869229368,?,0.582720893,?,0.613953333,0.624297317,0.500258314,0.673531757,?
?,0.024555926,0.523838098,0.497373616,?,?,0.433826028,0.350071635,0.265590273,0.741797359,0.712276969,?
0.646404013,0.363021212,0.946069938,0.320665833,0.872032704,0.418349898,0.290591934,0.859993728,0.872000622,0.065590995,0.729119955,?
0.064026533,0.754561939,?,0.049781844,0.51886484,0.590157637,0.180124524,0.271857247,0.622091405,0.927557285,0.504582925,?
0.933769993,0.453482083,0.087934709,0.06867143,0.717675403,0.249096511,0.693576844,0.390974327,0.472705098,?,?,?
0.309953468,0.036265894,0.881553018,0.469572609,?,0.842959822,0.254839516,0.202991483,0.890349428,0.275813901,0.82775905,?
0.81995421,?,0.285246084,0.051123305,0.504446193,0.886706733,?,0.327996161,0.455814885,0.803194403,0.142652805,?
0.536524249,?,0.31491945,0.065798977,0.499388098,?,?,?,?,0.581171746,0.039692121,?
0.088532716,?,0.869032815,?,0.32962849,0.642567294,0.066036923,?,0.399299068,0.295387787,0.823919119,?
0.453137351,0.905479796,?,0.589119682,0.603712198,0.640627643,0.764885798,?,0.395639847,0.319533912,0.756223263,?
0.829586353,0.197614943,0.702096402,0.688433189,0.863732145,0.101754298,0.914801076,0.573932255,?,0.012421681,0.199815484,?
?,0.813569087,0.490541114,0.810828514,0.099024024,0.766443481,0.447460584,0.070944799,0.558207275,0.884658337,?,?
?,0.694834181,?,0.783663648,0.670250661,0.830642819,0.185966819,0.190817465,0.02446443,?,0.659395957,?
0.431174098,0.278299896,0.251004185,?,0.915739481,0.564919525,0.616227445,?,0.768468373,0.502543812,0.517523322,?
0.637500525,0.883435237,0.884945575,0.755279187,0.010938176,0.77828895,0.291445995,0.894198565,0.032939221,0.44122529,0.433961933,?
0.661965193,?,0.315810329,0.38133996,0.30014143,0.350902585,0.331561583,0.201907958,0.210405609,0.915142557,0.606764861,?
0.892326742,0.687897629,0.879407918,0.43502407,0.672811007,0.45242156,0.840941713,?,0.096241147,0.251182798,0.192529237,?
0.592926947,0.821820733,0.031711655,0.166373895,0.968585507,0.749243866,0.799275607,0.739618396,0.584573533,0.125210124,?,?
0.367492255,0.635164829,0.076529866,0.859045418,0.889079754,?,?,0.551538249,0.154967314,0.557958242,0.117043443,?
0.101563508,0.92558518,?,0.648817533,0.326383803,0.569299959,0.905683494,0.594999432,?,0.945963818,?,?
0.094248789,0.047820062,0.257113739,0.782196275,?,0.860734703,?,0.236494268,0.533204428,0.448466547,0.04257641,?
0.216127923,0.393336154,0.004611976,0.340912023,0.042808058,0.093296295,0.811891361,0.239075134,0.374272671,0.348721726,0.195508974,?
0.200901976,0.183895408,?,0.761824454,0.818634276,0.296782086,0.973796816,0.175326438,0.602973703,0.27530313,0.307719701,?
?,?,0.828002426,0.88134724,0.33670121,?,0.488456347,?,0.224005771,?,?,?
0.26564667,0.780236054,0.729110424,0.448536078,0.049232819,0.649398154,0.066756963,0.872565612,?,?,0.388453249,?
0.855388542,?,0.794474733,0.02846506,0.125625461,?,?,0.505916959,0.932850181,0.027022006,0.838624477,?
0.954775363,0.484040763,0.46423441,?,?,0.999944877,?,0.118055759,0.763941628,0.872233399,0.379263347,?
0.008383453,0.722650332,?,0.199711503,0.407757444,?,0.047246277,?,0.5806581,0.335935275,0.697425504,?
0.539763894,0.276619272,0.828403091,0.996372588,0.200639422,0.120543221,0.118639039,?,0.462809782,0.525666028,?,?
?,0.789641534,0.818636503,0.999955562,0.926590786,0.217422196,0.931016822,0.718502377,0.185288104,?,0.770375353,?
0.844393211,0.552144525,?,0.769872573,0.302446145,0.537395257,?,?,0.185247169,0.153790786,?,?
0.592916847,0.68381048,?,0.78807624,0.21184712,0.697155129,0.014467633,0.775466621,?,0.49996837,0.320242211,?
0.872027537,0.855092077,0.734470207,0.623168333,0.967517097,0.889812219,0.043721839,0.951329412,0.819359047,0.042240305,0.238733663,?
0.695634707,0.778637779,0.274624772,0.689260878,0.486460026,0.649528099,0.5654814,0.14763716,0.613718883,?,?,?
0.381199658,0.159370937,0.181317227,?,0.990618425,0.799432336,0.924210439,0.394529339,0.284993844,0.834414584,0.741344606,?
0.786101187,0.924529705,?,?,0.486188871,0.217231164,0.550219278,0.19599909,0.67139973,0.795687522,0.999188887,?
?,0.554432423,?,0.701497715,0.178020481,0.117941116,0.560520298,0.289488938,0.526187997,0.125820547,0.155934094,?
?,0.590654855,0.650345833,0.257487294,0.889794864,0.102539198,0.63156293,0.726440108,0.777317841,0.695768986,0.029788902,?
0.576665278,0.696094922,0.360200971,0.247408592,0.329230665,0.114755244,?,?,0.152666517,0.163212274,?,?
0.279389099,?,0.715383483,?,0.943470728,0.233096968,0.705621064,0.310905727,0.010743859,?,0.323488473,?
